run_tag,dataset,method,epsilon,seed,dcr_q,norm_dcr,mia_auc,alpha,q,status,fallback_used,notes
POP6_SEEDED_20260321,heart,privbayes_eps10,10.0,4,1.895063913102055,4.566236130416724,0.6357044875563393,0.5,0.01,success,,"Samples: real(189), syn(189)"
POP6_SEEDED_20260321,credit,madifft,,0,2.769529556504852,8.58888288273319,0.4497666666666667,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps0.1,0.1,0,1.1336176276131356,3.515582281656004,0.5488999999999999,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps0.2,0.2,0,1.1179523262760191,3.4670009483421196,0.5423666666666668,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps0.5,0.5,0,1.1308791007176842,3.507089544425234,0.5382666666666667,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps1,1.0,0,1.1021983035850702,3.418144471794802,0.5482333333333334,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps2,2.0,0,1.0937086993170004,3.391816456407516,0.5578000000000001,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps5,5.0,0,1.0230946414448663,3.172827685728462,0.5766666666666667,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps10,10.0,0,1.0586720948426016,3.2831607131487135,0.5468999999999999,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,madifft,,1,0.7642730801157873,2.524195951190458,0.5366666666666667,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps0.1,0.1,1,1.1398656107063827,3.7646807591474865,0.5503666666666667,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps0.2,0.2,1,1.1663630674863834,3.8521949930791446,0.5402333333333333,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps0.5,0.5,1,1.1009400713628075,3.636119788775389,0.5168333333333333,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps1,1.0,1,1.0974950713322515,3.624741846315787,0.554,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps2,2.0,1,1.049333890944826,3.4656779466425505,0.5733,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps5,5.0,1,1.0431719869320557,3.4453267743124947,0.5469,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps10,10.0,1,1.0583561779363273,3.4954762227914054,0.5498666666666667,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,madifft,,2,2.7145664569951795,8.432496383032186,0.4538333333333333,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps0.1,0.1,2,1.0707711773818247,3.326230624068817,0.5427666666666666,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps0.2,0.2,2,0.969026465486647,3.0101720826255405,0.5190666666666667,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps0.5,0.5,2,1.1343162472918678,3.523626260044185,0.5374333333333333,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps1,1.0,2,1.0899847858613243,3.3859155448748153,0.5316333333333333,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps2,2.0,2,1.0235583825352734,3.1795693696535996,0.5442666666666667,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps5,5.0,2,1.0865541604474813,3.3752586916159006,0.5539,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps10,10.0,2,1.0433172664892403,3.2409481275930943,0.5680666666666667,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,madifft,,3,0.8883030964912554,2.9396816491823214,0.5231666666666667,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps0.1,0.1,3,1.0793037061712514,3.5717643127199543,0.5220666666666667,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps0.2,0.2,3,1.131826999350907,3.7455808419257335,0.5342666666666667,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps0.5,0.5,3,0.6219838753937672,2.0583453911222076,0.5108,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps1,1.0,3,1.0632216007624764,3.5185434353672465,0.5221,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps2,2.0,3,0.8377852930871759,2.7725019329226757,0.5802,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps5,5.0,3,1.0457150152217518,3.4606084935020345,0.5716333333333334,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps10,10.0,3,1.026396202551024,3.396676307161076,0.5731666666666666,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,madifft,,4,2.51416665185775,7.811507058996565,0.44686666666666663,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps0.1,0.1,4,1.135799134530076,3.528923967879384,0.5776666666666667,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps0.2,0.2,4,1.1406648463767874,3.544041717695032,0.5766333333333333,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps0.5,0.5,4,1.152244652818569,3.5800201361085255,0.5575666666666667,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps1,1.0,4,1.1034242076181557,3.428335182358705,0.5818666666666666,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps2,2.0,4,1.0735335848285834,3.335465121121508,0.5734666666666667,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps5,5.0,4,1.0667222824000824,3.3143024281226645,0.5812999999999999,0.5,0.01,success,,"Samples: real(500), syn(700)"
POP6_SEEDED_20260321,credit,privbayes_eps10,10.0,4,1.0586720948426016,3.2892905233290657,0.5773666666666667,0.5,0.01,success,,"Samples: real(500), syn(700)"
