dataset,method,seed,fpr,tpr
credit,gaussian_copula,4,0.92,0.943333
credit,gaussian_copula,4,0.92,0.95
credit,gaussian_copula,4,0.94,0.95
credit,gaussian_copula,4,0.94,0.963333
credit,gaussian_copula,4,0.96,0.963333
credit,gaussian_copula,4,0.96,0.986667
credit,gaussian_copula,4,0.97,0.986667
credit,gaussian_copula,4,0.97,0.99
credit,gaussian_copula,4,0.98,0.99
credit,gaussian_copula,4,0.98,0.996667
credit,gaussian_copula,4,1.0,0.996667
credit,gaussian_copula,4,1.0,1.0
credit,tvae,0,0.0,0.0
credit,tvae,0,0.0,0.003333
credit,tvae,0,0.0,0.026667
credit,tvae,0,0.01,0.026667
credit,tvae,0,0.01,0.033333
credit,tvae,0,0.02,0.033333
credit,tvae,0,0.02,0.036667
credit,tvae,0,0.03,0.036667
credit,tvae,0,0.03,0.04
credit,tvae,0,0.04,0.04
credit,tvae,0,0.04,0.043333
credit,tvae,0,0.05,0.043333
credit,tvae,0,0.05,0.07
credit,tvae,0,0.06,0.07
credit,tvae,0,0.06,0.09
credit,tvae,0,0.1,0.09
credit,tvae,0,0.1,0.11
credit,tvae,0,0.11,0.11
credit,tvae,0,0.11,0.116667
credit,tvae,0,0.12,0.116667
credit,tvae,0,0.12,0.123333
credit,tvae,0,0.14,0.123333
credit,tvae,0,0.14,0.13
credit,tvae,0,0.15,0.13
credit,tvae,0,0.15,0.14
credit,tvae,0,0.16,0.14
credit,tvae,0,0.16,0.15
credit,tvae,0,0.17,0.15
credit,tvae,0,0.17,0.153333
credit,tvae,0,0.18,0.153333
credit,tvae,0,0.18,0.156667
credit,tvae,0,0.19,0.156667
credit,tvae,0,0.19,0.183333
credit,tvae,0,0.2,0.183333
credit,tvae,0,0.2,0.2
credit,tvae,0,0.21,0.2
credit,tvae,0,0.21,0.206667
credit,tvae,0,0.24,0.206667
credit,tvae,0,0.24,0.21
credit,tvae,0,0.25,0.21
credit,tvae,0,0.25,0.216667
credit,tvae,0,0.26,0.216667
credit,tvae,0,0.26,0.226667
credit,tvae,0,0.27,0.226667
credit,tvae,0,0.27,0.25
credit,tvae,0,0.28,0.25
credit,tvae,0,0.28,0.273333
credit,tvae,0,0.29,0.273333
credit,tvae,0,0.29,0.286667
credit,tvae,0,0.3,0.286667
credit,tvae,0,0.3,0.29
credit,tvae,0,0.32,0.29
credit,tvae,0,0.32,0.293333
credit,tvae,0,0.33,0.293333
credit,tvae,0,0.33,0.306667
credit,tvae,0,0.34,0.306667
credit,tvae,0,0.34,0.33
credit,tvae,0,0.35,0.33
credit,tvae,0,0.35,0.333333
credit,tvae,0,0.36,0.333333
credit,tvae,0,0.36,0.35
credit,tvae,0,0.37,0.35
credit,tvae,0,0.37,0.36
credit,tvae,0,0.38,0.36
credit,tvae,0,0.38,0.366667
credit,tvae,0,0.39,0.366667
credit,tvae,0,0.39,0.37
credit,tvae,0,0.4,0.37
credit,tvae,0,0.4,0.373333
credit,tvae,0,0.41,0.373333
credit,tvae,0,0.41,0.39
credit,tvae,0,0.42,0.39
credit,tvae,0,0.42,0.393333
credit,tvae,0,0.43,0.393333
credit,tvae,0,0.43,0.4
credit,tvae,0,0.45,0.4
credit,tvae,0,0.45,0.413333
credit,tvae,0,0.46,0.413333
credit,tvae,0,0.46,0.416667
credit,tvae,0,0.47,0.416667
credit,tvae,0,0.47,0.44
credit,tvae,0,0.48,0.44
credit,tvae,0,0.48,0.463333
credit,tvae,0,0.49,0.463333
credit,tvae,0,0.49,0.49
credit,tvae,0,0.5,0.49
credit,tvae,0,0.5,0.493333
credit,tvae,0,0.51,0.493333
credit,tvae,0,0.51,0.5
credit,tvae,0,0.54,0.5
credit,tvae,0,0.54,0.516667
credit,tvae,0,0.55,0.516667
credit,tvae,0,0.55,0.52
credit,tvae,0,0.56,0.52
credit,tvae,0,0.56,0.526667
credit,tvae,0,0.57,0.526667
credit,tvae,0,0.57,0.563333
credit,tvae,0,0.58,0.563333
credit,tvae,0,0.58,0.573333
credit,tvae,0,0.59,0.573333
credit,tvae,0,0.59,0.576667
credit,tvae,0,0.61,0.576667
credit,tvae,0,0.61,0.583333
credit,tvae,0,0.62,0.583333
credit,tvae,0,0.62,0.596667
credit,tvae,0,0.63,0.596667
credit,tvae,0,0.63,0.63
credit,tvae,0,0.64,0.63
credit,tvae,0,0.64,0.67
credit,tvae,0,0.65,0.67
credit,tvae,0,0.65,0.676667
credit,tvae,0,0.66,0.676667
credit,tvae,0,0.66,0.683333
credit,tvae,0,0.67,0.683333
credit,tvae,0,0.67,0.71
credit,tvae,0,0.68,0.71
credit,tvae,0,0.68,0.713333
credit,tvae,0,0.69,0.713333
credit,tvae,0,0.69,0.72
credit,tvae,0,0.7,0.72
credit,tvae,0,0.7,0.753333
credit,tvae,0,0.71,0.753333
credit,tvae,0,0.71,0.756667
credit,tvae,0,0.73,0.756667
credit,tvae,0,0.73,0.766667
credit,tvae,0,0.74,0.766667
credit,tvae,0,0.74,0.77
credit,tvae,0,0.75,0.77
credit,tvae,0,0.75,0.776667
credit,tvae,0,0.76,0.776667
credit,tvae,0,0.76,0.793333
credit,tvae,0,0.77,0.793333
credit,tvae,0,0.77,0.826667
credit,tvae,0,0.79,0.826667
credit,tvae,0,0.79,0.85
credit,tvae,0,0.81,0.85
credit,tvae,0,0.81,0.853333
credit,tvae,0,0.82,0.853333
credit,tvae,0,0.82,0.856667
credit,tvae,0,0.83,0.856667
credit,tvae,0,0.83,0.873333
credit,tvae,0,0.84,0.873333
credit,tvae,0,0.84,0.89
credit,tvae,0,0.85,0.89
credit,tvae,0,0.85,0.9
credit,tvae,0,0.86,0.9
credit,tvae,0,0.86,0.946667
credit,tvae,0,0.87,0.946667
credit,tvae,0,0.87,0.95
credit,tvae,0,0.88,0.95
credit,tvae,0,0.88,0.953333
credit,tvae,0,0.89,0.953333
credit,tvae,0,0.89,0.963333
credit,tvae,0,0.9,0.963333
credit,tvae,0,0.9,0.973333
credit,tvae,0,0.92,0.973333
credit,tvae,0,0.92,0.976667
credit,tvae,0,0.93,0.976667
credit,tvae,0,0.93,0.986667
credit,tvae,0,0.97,0.986667
credit,tvae,0,0.97,0.993333
credit,tvae,0,1.0,0.993333
credit,tvae,0,1.0,1.0
credit,tvae,1,0.0,0.0
credit,tvae,1,0.0,0.003333
credit,tvae,1,0.0,0.01
credit,tvae,1,0.02,0.01
credit,tvae,1,0.02,0.036667
credit,tvae,1,0.04,0.036667
credit,tvae,1,0.04,0.04
credit,tvae,1,0.05,0.04
credit,tvae,1,0.05,0.056667
credit,tvae,1,0.06,0.056667
credit,tvae,1,0.06,0.063333
credit,tvae,1,0.07,0.063333
credit,tvae,1,0.07,0.126667
credit,tvae,1,0.08,0.126667
credit,tvae,1,0.08,0.173333
credit,tvae,1,0.09,0.173333
credit,tvae,1,0.09,0.186667
credit,tvae,1,0.11,0.186667
credit,tvae,1,0.11,0.2
credit,tvae,1,0.12,0.2
credit,tvae,1,0.12,0.206667
credit,tvae,1,0.13,0.206667
credit,tvae,1,0.13,0.21
credit,tvae,1,0.14,0.21
credit,tvae,1,0.14,0.236667
credit,tvae,1,0.15,0.236667
credit,tvae,1,0.15,0.256667
credit,tvae,1,0.16,0.256667
credit,tvae,1,0.16,0.26
credit,tvae,1,0.17,0.26
credit,tvae,1,0.17,0.263333
credit,tvae,1,0.18,0.263333
credit,tvae,1,0.18,0.266667
credit,tvae,1,0.2,0.266667
credit,tvae,1,0.2,0.27
credit,tvae,1,0.21,0.27
credit,tvae,1,0.21,0.273333
credit,tvae,1,0.22,0.273333
credit,tvae,1,0.22,0.276667
credit,tvae,1,0.23,0.276667
credit,tvae,1,0.23,0.3
credit,tvae,1,0.24,0.3
credit,tvae,1,0.24,0.316667
credit,tvae,1,0.27,0.316667
credit,tvae,1,0.27,0.323333
credit,tvae,1,0.29,0.323333
credit,tvae,1,0.29,0.356667
credit,tvae,1,0.3,0.356667
credit,tvae,1,0.3,0.366667
credit,tvae,1,0.31,0.366667
credit,tvae,1,0.31,0.376667
credit,tvae,1,0.32,0.376667
credit,tvae,1,0.32,0.406667
credit,tvae,1,0.34,0.406667
credit,tvae,1,0.34,0.413333
credit,tvae,1,0.35,0.413333
credit,tvae,1,0.35,0.416667
credit,tvae,1,0.36,0.416667
credit,tvae,1,0.36,0.43
credit,tvae,1,0.37,0.43
credit,tvae,1,0.37,0.453333
credit,tvae,1,0.39,0.453333
credit,tvae,1,0.39,0.46
credit,tvae,1,0.4,0.46
credit,tvae,1,0.4,0.466667
credit,tvae,1,0.41,0.466667
credit,tvae,1,0.41,0.473333
credit,tvae,1,0.42,0.473333
credit,tvae,1,0.42,0.48
credit,tvae,1,0.44,0.48
credit,tvae,1,0.44,0.483333
credit,tvae,1,0.46,0.483333
credit,tvae,1,0.46,0.486667
credit,tvae,1,0.47,0.486667
credit,tvae,1,0.47,0.503333
credit,tvae,1,0.48,0.503333
credit,tvae,1,0.48,0.51
credit,tvae,1,0.49,0.51
credit,tvae,1,0.49,0.533333
credit,tvae,1,0.5,0.533333
credit,tvae,1,0.5,0.54
credit,tvae,1,0.51,0.54
credit,tvae,1,0.51,0.556667
credit,tvae,1,0.52,0.556667
credit,tvae,1,0.52,0.58
credit,tvae,1,0.54,0.58
credit,tvae,1,0.54,0.583333
credit,tvae,1,0.55,0.583333
credit,tvae,1,0.55,0.59
credit,tvae,1,0.56,0.59
credit,tvae,1,0.56,0.593333
credit,tvae,1,0.57,0.593333
credit,tvae,1,0.57,0.606667
credit,tvae,1,0.58,0.606667
credit,tvae,1,0.58,0.61
credit,tvae,1,0.59,0.61
credit,tvae,1,0.59,0.623333
credit,tvae,1,0.61,0.623333
credit,tvae,1,0.61,0.63
credit,tvae,1,0.62,0.63
credit,tvae,1,0.62,0.633333
credit,tvae,1,0.64,0.633333
credit,tvae,1,0.64,0.693333
credit,tvae,1,0.65,0.693333
credit,tvae,1,0.65,0.703333
credit,tvae,1,0.66,0.703333
credit,tvae,1,0.66,0.723333
credit,tvae,1,0.67,0.723333
credit,tvae,1,0.67,0.73
credit,tvae,1,0.68,0.73
credit,tvae,1,0.68,0.733333
credit,tvae,1,0.7,0.733333
credit,tvae,1,0.7,0.746667
credit,tvae,1,0.71,0.746667
credit,tvae,1,0.71,0.783333
credit,tvae,1,0.72,0.783333
credit,tvae,1,0.72,0.793333
credit,tvae,1,0.74,0.793333
credit,tvae,1,0.74,0.803333
credit,tvae,1,0.75,0.803333
credit,tvae,1,0.75,0.81
credit,tvae,1,0.76,0.81
credit,tvae,1,0.76,0.836667
credit,tvae,1,0.77,0.836667
credit,tvae,1,0.77,0.84
credit,tvae,1,0.79,0.84
credit,tvae,1,0.79,0.853333
credit,tvae,1,0.83,0.853333
credit,tvae,1,0.83,0.856667
credit,tvae,1,0.85,0.856667
credit,tvae,1,0.85,0.866667
credit,tvae,1,0.86,0.866667
credit,tvae,1,0.86,0.873333
credit,tvae,1,0.87,0.873333
credit,tvae,1,0.87,0.88
credit,tvae,1,0.9,0.88
credit,tvae,1,0.9,0.883333
credit,tvae,1,0.91,0.883333
credit,tvae,1,0.91,0.9
credit,tvae,1,0.92,0.9
credit,tvae,1,0.92,0.906667
credit,tvae,1,0.93,0.906667
credit,tvae,1,0.93,0.93
credit,tvae,1,0.95,0.93
credit,tvae,1,0.95,0.953333
credit,tvae,1,0.96,0.953333
credit,tvae,1,0.96,0.976667
credit,tvae,1,0.99,0.976667
credit,tvae,1,0.99,1.0
credit,tvae,1,1.0,1.0
credit,tvae,2,0.0,0.0
credit,tvae,2,0.0,0.003333
credit,tvae,2,0.02,0.003333
credit,tvae,2,0.02,0.023333
credit,tvae,2,0.03,0.023333
credit,tvae,2,0.03,0.026667
credit,tvae,2,0.04,0.026667
credit,tvae,2,0.04,0.053333
credit,tvae,2,0.05,0.053333
credit,tvae,2,0.05,0.066667
credit,tvae,2,0.06,0.066667
credit,tvae,2,0.06,0.07
credit,tvae,2,0.07,0.07
credit,tvae,2,0.07,0.083333
credit,tvae,2,0.08,0.083333
credit,tvae,2,0.08,0.086667
credit,tvae,2,0.1,0.086667
credit,tvae,2,0.1,0.116667
credit,tvae,2,0.11,0.116667
credit,tvae,2,0.11,0.136667
credit,tvae,2,0.12,0.136667
credit,tvae,2,0.12,0.143333
credit,tvae,2,0.13,0.143333
credit,tvae,2,0.13,0.146667
credit,tvae,2,0.14,0.146667
credit,tvae,2,0.14,0.193333
credit,tvae,2,0.15,0.193333
credit,tvae,2,0.15,0.203333
credit,tvae,2,0.16,0.203333
credit,tvae,2,0.16,0.23
credit,tvae,2,0.18,0.23
credit,tvae,2,0.18,0.24
credit,tvae,2,0.19,0.24
credit,tvae,2,0.19,0.26
credit,tvae,2,0.2,0.26
credit,tvae,2,0.2,0.27
credit,tvae,2,0.21,0.27
credit,tvae,2,0.21,0.273333
credit,tvae,2,0.22,0.273333
credit,tvae,2,0.22,0.283333
credit,tvae,2,0.23,0.283333
credit,tvae,2,0.23,0.29
credit,tvae,2,0.24,0.29
credit,tvae,2,0.24,0.293333
credit,tvae,2,0.26,0.293333
credit,tvae,2,0.26,0.303333
credit,tvae,2,0.27,0.303333
credit,tvae,2,0.27,0.313333
credit,tvae,2,0.28,0.313333
credit,tvae,2,0.28,0.316667
credit,tvae,2,0.29,0.316667
credit,tvae,2,0.29,0.323333
credit,tvae,2,0.3,0.323333
credit,tvae,2,0.3,0.33
credit,tvae,2,0.32,0.33
credit,tvae,2,0.32,0.333333
credit,tvae,2,0.33,0.333333
credit,tvae,2,0.33,0.336667
credit,tvae,2,0.34,0.336667
credit,tvae,2,0.34,0.36
credit,tvae,2,0.35,0.36
credit,tvae,2,0.35,0.376667
credit,tvae,2,0.37,0.376667
credit,tvae,2,0.37,0.38
credit,tvae,2,0.39,0.38
credit,tvae,2,0.39,0.386667
credit,tvae,2,0.4,0.386667
credit,tvae,2,0.4,0.393333
credit,tvae,2,0.41,0.393333
credit,tvae,2,0.41,0.406667
credit,tvae,2,0.42,0.406667
credit,tvae,2,0.42,0.416667
credit,tvae,2,0.43,0.416667
credit,tvae,2,0.43,0.443333
credit,tvae,2,0.44,0.443333
credit,tvae,2,0.44,0.46
credit,tvae,2,0.46,0.46
credit,tvae,2,0.46,0.49
credit,tvae,2,0.48,0.49
credit,tvae,2,0.48,0.52
credit,tvae,2,0.49,0.52
credit,tvae,2,0.49,0.526667
credit,tvae,2,0.5,0.526667
credit,tvae,2,0.5,0.533333
credit,tvae,2,0.51,0.533333
credit,tvae,2,0.51,0.536667
credit,tvae,2,0.52,0.536667
credit,tvae,2,0.52,0.54
credit,tvae,2,0.53,0.54
credit,tvae,2,0.53,0.556667
credit,tvae,2,0.55,0.556667
credit,tvae,2,0.55,0.56
credit,tvae,2,0.56,0.56
credit,tvae,2,0.56,0.566667
credit,tvae,2,0.57,0.566667
credit,tvae,2,0.57,0.586667
credit,tvae,2,0.58,0.586667
credit,tvae,2,0.58,0.59
credit,tvae,2,0.59,0.59
credit,tvae,2,0.59,0.606667
credit,tvae,2,0.6,0.606667
credit,tvae,2,0.6,0.62
credit,tvae,2,0.62,0.62
credit,tvae,2,0.62,0.64
credit,tvae,2,0.66,0.64
credit,tvae,2,0.66,0.643333
credit,tvae,2,0.68,0.643333
credit,tvae,2,0.68,0.65
credit,tvae,2,0.69,0.65
credit,tvae,2,0.69,0.666667
credit,tvae,2,0.7,0.666667
credit,tvae,2,0.7,0.676667
credit,tvae,2,0.72,0.676667
credit,tvae,2,0.72,0.703333
credit,tvae,2,0.73,0.703333
credit,tvae,2,0.73,0.726667
credit,tvae,2,0.74,0.726667
credit,tvae,2,0.74,0.73
credit,tvae,2,0.75,0.73
credit,tvae,2,0.75,0.733333
credit,tvae,2,0.76,0.733333
credit,tvae,2,0.76,0.76
credit,tvae,2,0.77,0.76
credit,tvae,2,0.77,0.85
credit,tvae,2,0.79,0.85
credit,tvae,2,0.79,0.86
credit,tvae,2,0.8,0.86
credit,tvae,2,0.8,0.863333
credit,tvae,2,0.81,0.863333
credit,tvae,2,0.81,0.876667
credit,tvae,2,0.82,0.876667
credit,tvae,2,0.82,0.88
credit,tvae,2,0.83,0.88
credit,tvae,2,0.83,0.883333
credit,tvae,2,0.84,0.883333
credit,tvae,2,0.84,0.886667
credit,tvae,2,0.85,0.886667
credit,tvae,2,0.85,0.9
credit,tvae,2,0.86,0.9
credit,tvae,2,0.86,0.92
credit,tvae,2,0.88,0.92
credit,tvae,2,0.88,0.923333
credit,tvae,2,0.9,0.923333
credit,tvae,2,0.9,0.93
credit,tvae,2,0.91,0.93
credit,tvae,2,0.91,0.936667
credit,tvae,2,0.92,0.936667
credit,tvae,2,0.92,0.943333
credit,tvae,2,0.93,0.943333
credit,tvae,2,0.93,0.966667
credit,tvae,2,0.94,0.966667
credit,tvae,2,0.94,0.97
credit,tvae,2,0.95,0.97
credit,tvae,2,0.95,0.973333
credit,tvae,2,0.97,0.973333
credit,tvae,2,0.97,0.983333
credit,tvae,2,0.98,0.983333
credit,tvae,2,0.98,0.993333
credit,tvae,2,0.99,0.993333
credit,tvae,2,0.99,0.996667
credit,tvae,2,1.0,0.996667
credit,tvae,2,1.0,1.0
credit,tvae,3,0.0,0.0
credit,tvae,3,0.0,0.003333
credit,tvae,3,0.0,0.006667
credit,tvae,3,0.01,0.006667
credit,tvae,3,0.01,0.01
credit,tvae,3,0.03,0.01
credit,tvae,3,0.03,0.03
credit,tvae,3,0.04,0.03
credit,tvae,3,0.04,0.033333
credit,tvae,3,0.05,0.033333
credit,tvae,3,0.05,0.053333
credit,tvae,3,0.06,0.053333
credit,tvae,3,0.06,0.056667
credit,tvae,3,0.08,0.056667
credit,tvae,3,0.08,0.063333
credit,tvae,3,0.09,0.063333
credit,tvae,3,0.09,0.066667
credit,tvae,3,0.11,0.066667
credit,tvae,3,0.11,0.076667
credit,tvae,3,0.12,0.076667
credit,tvae,3,0.12,0.08
credit,tvae,3,0.14,0.08
credit,tvae,3,0.14,0.093333
credit,tvae,3,0.15,0.093333
credit,tvae,3,0.15,0.096667
credit,tvae,3,0.16,0.096667
credit,tvae,3,0.16,0.103333
credit,tvae,3,0.17,0.103333
credit,tvae,3,0.17,0.116667
credit,tvae,3,0.18,0.116667
credit,tvae,3,0.18,0.13
credit,tvae,3,0.19,0.13
credit,tvae,3,0.19,0.133333
credit,tvae,3,0.21,0.133333
credit,tvae,3,0.21,0.14
credit,tvae,3,0.22,0.14
credit,tvae,3,0.22,0.143333
credit,tvae,3,0.23,0.143333
credit,tvae,3,0.23,0.176667
credit,tvae,3,0.24,0.176667
credit,tvae,3,0.24,0.19
credit,tvae,3,0.26,0.19
credit,tvae,3,0.26,0.206667
credit,tvae,3,0.27,0.206667
credit,tvae,3,0.27,0.213333
credit,tvae,3,0.28,0.213333
credit,tvae,3,0.28,0.236667
credit,tvae,3,0.3,0.236667
credit,tvae,3,0.3,0.243333
credit,tvae,3,0.31,0.243333
credit,tvae,3,0.31,0.25
credit,tvae,3,0.33,0.25
credit,tvae,3,0.33,0.26
credit,tvae,3,0.34,0.26
credit,tvae,3,0.34,0.286667
credit,tvae,3,0.36,0.286667
credit,tvae,3,0.36,0.296667
credit,tvae,3,0.37,0.296667
credit,tvae,3,0.37,0.3
credit,tvae,3,0.38,0.3
credit,tvae,3,0.38,0.303333
credit,tvae,3,0.39,0.303333
credit,tvae,3,0.39,0.32
credit,tvae,3,0.41,0.32
credit,tvae,3,0.41,0.323333
credit,tvae,3,0.42,0.323333
credit,tvae,3,0.42,0.336667
credit,tvae,3,0.45,0.336667
credit,tvae,3,0.45,0.356667
credit,tvae,3,0.47,0.356667
credit,tvae,3,0.47,0.366667
credit,tvae,3,0.48,0.366667
credit,tvae,3,0.48,0.386667
credit,tvae,3,0.5,0.386667
credit,tvae,3,0.5,0.393333
credit,tvae,3,0.51,0.393333
credit,tvae,3,0.51,0.406667
credit,tvae,3,0.52,0.406667
credit,tvae,3,0.52,0.41
credit,tvae,3,0.53,0.41
credit,tvae,3,0.53,0.45
credit,tvae,3,0.54,0.45
credit,tvae,3,0.54,0.453333
credit,tvae,3,0.55,0.453333
credit,tvae,3,0.55,0.473333
credit,tvae,3,0.56,0.473333
credit,tvae,3,0.56,0.496667
credit,tvae,3,0.59,0.496667
credit,tvae,3,0.59,0.506667
credit,tvae,3,0.61,0.506667
credit,tvae,3,0.61,0.516667
credit,tvae,3,0.62,0.516667
credit,tvae,3,0.62,0.526667
credit,tvae,3,0.63,0.526667
credit,tvae,3,0.63,0.536667
credit,tvae,3,0.64,0.536667
credit,tvae,3,0.64,0.543333
credit,tvae,3,0.65,0.543333
credit,tvae,3,0.65,0.556667
credit,tvae,3,0.66,0.556667
credit,tvae,3,0.66,0.573333
credit,tvae,3,0.67,0.573333
credit,tvae,3,0.67,0.616667
credit,tvae,3,0.68,0.616667
credit,tvae,3,0.68,0.62
credit,tvae,3,0.69,0.62
credit,tvae,3,0.69,0.65
credit,tvae,3,0.7,0.65
credit,tvae,3,0.7,0.673333
credit,tvae,3,0.71,0.673333
credit,tvae,3,0.71,0.706667
credit,tvae,3,0.72,0.706667
credit,tvae,3,0.72,0.713333
credit,tvae,3,0.73,0.713333
credit,tvae,3,0.73,0.733333
credit,tvae,3,0.75,0.733333
credit,tvae,3,0.75,0.736667
credit,tvae,3,0.76,0.736667
credit,tvae,3,0.76,0.776667
credit,tvae,3,0.77,0.776667
credit,tvae,3,0.77,0.78
credit,tvae,3,0.79,0.78
credit,tvae,3,0.79,0.783333
credit,tvae,3,0.81,0.783333
credit,tvae,3,0.81,0.836667
credit,tvae,3,0.82,0.836667
credit,tvae,3,0.82,0.853333
credit,tvae,3,0.83,0.853333
credit,tvae,3,0.83,0.863333
credit,tvae,3,0.84,0.863333
credit,tvae,3,0.84,0.866667
credit,tvae,3,0.86,0.866667
credit,tvae,3,0.86,0.87
credit,tvae,3,0.88,0.87
credit,tvae,3,0.88,0.873333
credit,tvae,3,0.89,0.873333
credit,tvae,3,0.89,0.883333
credit,tvae,3,0.9,0.883333
credit,tvae,3,0.9,0.886667
credit,tvae,3,0.91,0.886667
credit,tvae,3,0.91,0.896667
credit,tvae,3,0.93,0.896667
credit,tvae,3,0.93,0.91
credit,tvae,3,0.94,0.91
credit,tvae,3,0.94,0.926667
credit,tvae,3,0.95,0.926667
credit,tvae,3,0.95,0.93
credit,tvae,3,0.96,0.93
credit,tvae,3,0.96,0.94
credit,tvae,3,0.97,0.94
credit,tvae,3,0.97,0.946667
credit,tvae,3,0.98,0.946667
credit,tvae,3,0.98,0.956667
credit,tvae,3,0.99,0.956667
credit,tvae,3,0.99,0.973333
credit,tvae,3,1.0,0.973333
credit,tvae,3,1.0,1.0
credit,tvae,4,0.0,0.0
credit,tvae,4,0.0,0.003333
credit,tvae,4,0.01,0.003333
credit,tvae,4,0.01,0.006667
credit,tvae,4,0.02,0.006667
credit,tvae,4,0.02,0.01
credit,tvae,4,0.03,0.01
credit,tvae,4,0.03,0.013333
credit,tvae,4,0.04,0.013333
credit,tvae,4,0.04,0.026667
credit,tvae,4,0.05,0.026667
credit,tvae,4,0.05,0.053333
credit,tvae,4,0.06,0.053333
credit,tvae,4,0.06,0.056667
credit,tvae,4,0.07,0.056667
credit,tvae,4,0.07,0.07
credit,tvae,4,0.08,0.07
credit,tvae,4,0.08,0.073333
credit,tvae,4,0.11,0.073333
credit,tvae,4,0.11,0.093333
credit,tvae,4,0.12,0.093333
credit,tvae,4,0.12,0.1
credit,tvae,4,0.13,0.1
credit,tvae,4,0.13,0.103333
credit,tvae,4,0.14,0.103333
credit,tvae,4,0.14,0.126667
credit,tvae,4,0.15,0.126667
credit,tvae,4,0.15,0.136667
credit,tvae,4,0.16,0.136667
credit,tvae,4,0.16,0.143333
credit,tvae,4,0.19,0.143333
credit,tvae,4,0.19,0.146667
credit,tvae,4,0.21,0.146667
credit,tvae,4,0.21,0.16
credit,tvae,4,0.22,0.16
credit,tvae,4,0.22,0.196667
credit,tvae,4,0.23,0.196667
credit,tvae,4,0.23,0.2
credit,tvae,4,0.24,0.2
credit,tvae,4,0.24,0.243333
credit,tvae,4,0.25,0.243333
credit,tvae,4,0.25,0.286667
credit,tvae,4,0.26,0.286667
credit,tvae,4,0.26,0.293333
credit,tvae,4,0.27,0.293333
credit,tvae,4,0.27,0.3
credit,tvae,4,0.28,0.3
credit,tvae,4,0.28,0.303333
credit,tvae,4,0.29,0.303333
credit,tvae,4,0.29,0.313333
credit,tvae,4,0.31,0.313333
credit,tvae,4,0.31,0.326667
credit,tvae,4,0.32,0.326667
credit,tvae,4,0.32,0.34
credit,tvae,4,0.34,0.34
credit,tvae,4,0.34,0.346667
credit,tvae,4,0.35,0.346667
credit,tvae,4,0.35,0.356667
credit,tvae,4,0.36,0.356667
credit,tvae,4,0.36,0.37
credit,tvae,4,0.37,0.37
credit,tvae,4,0.37,0.376667
credit,tvae,4,0.38,0.376667
credit,tvae,4,0.38,0.38
credit,tvae,4,0.39,0.38
credit,tvae,4,0.39,0.383333
credit,tvae,4,0.41,0.383333
credit,tvae,4,0.41,0.386667
credit,tvae,4,0.42,0.386667
credit,tvae,4,0.42,0.39
credit,tvae,4,0.44,0.39
credit,tvae,4,0.44,0.393333
credit,tvae,4,0.45,0.393333
credit,tvae,4,0.45,0.396667
credit,tvae,4,0.46,0.396667
credit,tvae,4,0.46,0.4
credit,tvae,4,0.47,0.4
credit,tvae,4,0.47,0.406667
credit,tvae,4,0.48,0.406667
credit,tvae,4,0.48,0.443333
credit,tvae,4,0.49,0.443333
credit,tvae,4,0.49,0.446667
credit,tvae,4,0.5,0.446667
credit,tvae,4,0.5,0.476667
credit,tvae,4,0.51,0.476667
credit,tvae,4,0.51,0.52
credit,tvae,4,0.54,0.52
credit,tvae,4,0.54,0.543333
credit,tvae,4,0.55,0.543333
credit,tvae,4,0.55,0.546667
credit,tvae,4,0.57,0.546667
credit,tvae,4,0.57,0.56
credit,tvae,4,0.6,0.56
credit,tvae,4,0.6,0.563333
credit,tvae,4,0.61,0.563333
credit,tvae,4,0.61,0.566667
credit,tvae,4,0.62,0.566667
credit,tvae,4,0.62,0.576667
credit,tvae,4,0.63,0.576667
credit,tvae,4,0.63,0.59
credit,tvae,4,0.64,0.59
credit,tvae,4,0.64,0.596667
credit,tvae,4,0.66,0.596667
credit,tvae,4,0.66,0.6
credit,tvae,4,0.67,0.6
credit,tvae,4,0.67,0.62
credit,tvae,4,0.69,0.62
credit,tvae,4,0.69,0.643333
credit,tvae,4,0.7,0.643333
credit,tvae,4,0.7,0.68
credit,tvae,4,0.72,0.68
credit,tvae,4,0.72,0.693333
credit,tvae,4,0.73,0.693333
credit,tvae,4,0.73,0.72
credit,tvae,4,0.76,0.72
credit,tvae,4,0.76,0.723333
credit,tvae,4,0.77,0.723333
credit,tvae,4,0.77,0.756667
credit,tvae,4,0.78,0.756667
credit,tvae,4,0.78,0.806667
credit,tvae,4,0.79,0.806667
credit,tvae,4,0.79,0.826667
credit,tvae,4,0.8,0.826667
credit,tvae,4,0.8,0.836667
credit,tvae,4,0.82,0.836667
credit,tvae,4,0.82,0.843333
credit,tvae,4,0.83,0.843333
credit,tvae,4,0.83,0.853333
credit,tvae,4,0.84,0.853333
credit,tvae,4,0.84,0.876667
credit,tvae,4,0.86,0.876667
credit,tvae,4,0.86,0.886667
credit,tvae,4,0.87,0.886667
credit,tvae,4,0.87,0.893333
credit,tvae,4,0.88,0.893333
credit,tvae,4,0.88,0.9
credit,tvae,4,0.89,0.9
credit,tvae,4,0.89,0.906667
credit,tvae,4,0.9,0.906667
credit,tvae,4,0.9,0.953333
credit,tvae,4,0.91,0.953333
credit,tvae,4,0.91,0.973333
credit,tvae,4,0.92,0.973333
credit,tvae,4,0.92,0.98
